AcademicYear,LA,LAEstab,SchoolName,URN
201718,373,3732014,Brightside Nursery Inf School,106987
201718,373,3732043,Wisewood Primary School,142074
201718,373,3732048,Acres Hill Community Primary School,143546
201718,373,3732093,Owler Brook,107007
201718,373,3732206,Ecclesall Infant School,107025
201718,373,3732339,Hillsborough Primary School,140310
201718,373,3732346,Monteney Primary School,139544
201718,373,3732350,Stradbroke Primary School,107093
201718,373,3732363,Rainbow Forge,143997
201718,373,3733414,St Thomas of Canterbury School A Catholic Voluntary Academy,138828
201718,373,3733422,Deepcar St John's C E Jnr Sch,107117
201718,373,3733423,St Mary's Catholic Primary,140440
201718,373,3733432,Watercliffe Meadow School,131082
201314,373,3734002,The City School,107122
201718,373,3734005,Oasis Academy Don Valley,140394
201718,373,3734234,Tapton,138069
201011,373,3734254,Abbeydale Grange School,107137
201718,373,3734279,Meadowhead School Academy Trust,138545
201314,373,3734605,Forge Valley Community School,135503
201718,373,3735202,St Anns Catholic Primary,140441
201718,373,3735400,Notre Dame High School,138361
201718,373,3735401,All Saints Catholic High School,138337
201718,373,3736907,Parkwood Academy,135934
201718,373,3737010,Bents Green Secondary School,107169
201718,373,3737040,Heritage Park,126705
201718,380,3801012,Canterbury Nursery School and Centre for Children & Families,132815
201718,380,3801103,Primary PRU,133410
201718,380,3801104,Central PRU,133411
201718,380,3801105,Education In Hospital 1 (BRI),133752
201718,380,3802000,Rainbow Primary Free School,137320
201718,380,3802008,Dixons Music Primary,138252
201314,380,3802009,Bradford Moor Primary School,107197
201718,380,3802010,ST.OSWALD'S CE PRIMARY ACADEMY,138916
201718,380,3802023,Southmere Primary Academy,141189
201718,380,3802044,LILYCROFT PRIMARY SCHOOL,143572
201718,380,3802054,Newby Primary School,107218
201718,380,3802065,Fearnville Primary  School,107226
201718,380,3802071,Wellington Primary School,107230
201718,380,3802110,Cottingley Village Primary School,107252
201718,380,3802113,Eldwick Primary School,107255
201718,380,3802127,Lees Primary School,142950
201718,380,3802128,Long Lee Primary School,107265
201718,380,3802147,Eastburn J and I School,107274
201718,380,3802148,STEETON PRIMARY SCHOOL,107275
201718,380,3802186,COPTHORNE PRIMARY SCHOOL,143096
201718,380,3802192,Menston Primary,107299
200809,380,3803341,ST MARY'S CATHOLIC PRIMARY SCHOOL,107328
201718,380,3803349,St.William's Catholic Primary,107330
201718,380,3803360,Baildon C.E. Primary School,107337
201718,380,3804064,Beckfoot School,139975
201718,861,8615400,St Thomas More Catholic Academy,140304
201718,865,8652003,Fynamore Community,132093
201718,865,8652010,River Mead School,139260
201718,865,8652011,Oasis Academy Longmeadow,139281
201718,865,8652018,Southbroom St James' Academy,140352
201718,865,8652021,Avenue Primary School and Children's Centre,141619
201718,865,8652028,CORSHAM PRIMARY SCHOOL,136630
201718,865,8652037,Southbroom Infants',143499
201718,865,8652053,Horningsham Primary School,126199
201718,865,8652060,Luckington Community School,126200
200708,865,8652126,Margaret Stancomb Infants,126229
201718,865,8652157,Wyndham Park Infants School,141646
201718,865,8652196,Holbrook Primary School,126269
201718,865,8652227,Newtown Community Primary,126293
200607,865,8653003,AVEBURY C.E. PRIMARY SCHOOL,126298
201718,865,8653013,Box C.E. Primary School,126302
201718,865,8653019,BROAD TOWN C.E. PRIMARY SCHOOL,126306
201718,865,8653035,Cherhill C.E. School,126313
201718,865,8653036,Chirton C.E. Primary School,126314
201718,865,8653061,"Durrington, All Saints Infants",143004
201718,865,8653149,PRESHUTE PAROCHIAL CE SCHOOL,126349
201718,865,8653166,SOUTHWICK C.E. PRIMARY SCHOOL,126359
201718,865,8653170,STAVERTON C.E. PRIMARY SCHOOL,126360
201718,865,8653186,Urchfont C.E. Primary School,126366
201718,865,8653193,Westbury Leigh C/E School,126370
201718,865,8653199,Winsley C.E. Primary School,126371
201718,865,8653207,Dilton Marsh C E School,141148
201718,865,8653244,By Brook Valley CE School,138112
201718,865,8653300,ST. MICHAEL'S CE AIDED SCHOOL,126392
201718,865,8653418,St Joseph's Catholic Primary,126424
201718,865,8653437,St. Patrick's R.C. Primary,126431
201718,865,8653459,Hindon CEVA Primary School,126444
201314,865,8653463,Whitesheet CEVA Primary School,134133
201718,865,8653467,"CHURCHFIELDS, THE VILLAGE SCHOOL",130388
201718,865,8654002,The Clarendon Academy,138885
201718,865,8654066,The Corsham School,136611
201718,865,8654075,THE JOHN OF GAUNT SCHOOL,138020
201718,865,8655209,Paxcroft Primary School,126483
201718,865,8655218,Clarendon Junior School,126492
201718,865,8655413,Bishop Wordsworth's School,136500
201718,865,8657015,Springfields School,137470
201718,866,8662009,SWINDON ELDENE PRIMARY SCHOOL,132229
200607,866,8662035,SWINDON COVINGHAM PARK INFANTS,126189
201011,866,8662109,GORSE HILL INFANTS,126219
201718,866,8662166,COLEBROOK JUNIOR SCHOOL,126252
201213,866,8662203,TOOTHILL SCHOOL,126274
201718,866,8663000,Lethbridge Primary School,137191
201718,866,8663460,St Francis C of E,134151
201718,867,8672087,College Town Infants School,109828
201718,867,8672113,Uplands Primary School,109847
201516,867,8674030,The Brakenhale School,110047
201718,868,8681011,Cookham Nursery,109754
201718,868,8681016,The Lawns Nursery School,109758
201718,868,8682071,Alwyn Infant School,109818
201718,868,8682092,Waltham St. Lawrence CP School,109832
201718,868,8682107,Woodlands Park Primary School,109841
201718,868,8682143,Homer First School & Nursery,109873
201718,868,8683033,St Luke's CE Primary School,141601
201718,868,8683072,Eton Wick C.E. First School,109996
201718,868,8684029,CHARTERS SCHOOL,138823
201718,869,8691111,icollege alternative education,131066
201718,869,8692084,John Rankin Infant & Nursery School,109826
201718,869,8692174,Downsway Primary School,109896
201718,869,8692231,Parsons Down Junior School,109923
201718,869,8693036,Purley C.E. (VC) Primary School,109971
201718,869,8693331,Woolhampton C.E. (VA) Primary School,110025
201718,869,8693359,The Winchcombe School,135079
201718,869,8693361,The Willows Primary School,135213
201718,869,8694038,Park House School Newbury Ltd,136733
201718,870,8701003,Caversham Nursery,109750
201718,870,8701006,New Bridge Nursery School,109752
201718,870,8702254,New Christ Church Primary Schl,132109
201718,870,8703304,English Martyrs Cath.School,110004
201718,871,8711020,Slough Centre Nursery School,109760
201718,871,8711021,Baylis Court Nursery,109761
201718,871,8712252,Wexham Court Primary School,109943
201718,871,8713353,Our Lady of Peace Catholic Primary & Nursery School,110035
201718,871,8713364,ST ANTHONY'S CATHOLIC PRIMARY,143804
201718,871,8714002,Ditton Park Academy,141009
201718,871,8714003,Eden Girl's School Slough,141970
201718,871,8715200,Cippenham Primary School,138013
201718,871,8715208,Lynch Hill School,137010
201718,871,8715409,THE WESTGATE SCHOOL,138012
201718,872,8721017,The Ambleside Centre,109759
201718,872,8722003,Floreat Montague Park Primary School,142182
201718,872,8722137,Walter Infant School,109869
201718,872,8722146,WINNERSH PRIMARY SCHOOL,109876
201718,872,8722149,The Colleton Primary School,109878
201718,872,8722157,Shinfield Infant & Nursery Sch,109886
201718,865,8652009,Bratton Primary School,126178
201718,865,8652015,Castle Mead School,140223
201718,865,8652025,Marden Vale CofE Academy,141988
201213,865,8652032,Corsham Regis Primary School,126187
201718,865,8652034,Monkton Park C.P. School,126188
201718,865,8652065,Larkhill Primary School,126202
200910,865,8652076,Odstock C.P. School,126203
200708,865,8652129,UPAVON  PRIMARY SCHOOL,126230
201718,865,8652137,WESTWOOD/IFORD PRIMARY SCHOOL,126234
201718,865,8652180,Redland County Primary School,126260
201718,865,8652184,Longleaze Primary School,126262
201213,865,8652192,Pembroke Park Primary,126266
201718,865,8652193,Wansdyke Community School,139303
201718,865,8653022,Bulford St Leonards C. E. Primary School,143007
201415,865,8653030,St Dunstan C.E. Primary School,126312
201314,865,8653056,Southbroom C.E. Junior School,126322
201718,865,8653094,Keevil C.E. Primary School,143009
201718,865,8653110,LYDIARD MILLICENT C.E. PRIMARY,142293
201718,865,8653143,OGBOURNE PRIMARY SCHOOL,141913
201718,865,8653162,Shaw C.E. Primary,141920
200809,865,8653232,Landford CE VA Primary School,126385
201718,865,8653239,St Johns CE Primary School,126388
201718,865,8653330,Derry Hill C.E. Aided School,126400
201415,865,8653331,The Trinity C of E VA Primary School,126401
201718,865,8653352,Heytesbury C.E. Primary School,144333
201718,865,8653355,St Nicholas' Primary School,126404
201718,865,8653407,Woodford Valley C.E. Primary Academy,138188
201718,865,8653425,St. Osmund's R.C. Aided School,126425
201718,865,8653454,Semley C E V A Primary School,126439
201718,865,8654070,THE STONEHENGE SCHOOL,126458
201718,865,8654071,AVON VALLEY COLLEGE,143005
201718,865,8655207,St.Georges Catholic School,126481
201718,865,8655215,Castle Primary School,126489
201718,865,8655404,SHELDON SCHOOL,136632
200607,865,8657001,Burton Hill School,126545
201718,865,8657010,Larkrise Special School,126553
201718,866,8662000,Abbey Meads Community Primary,131573
201718,866,8662004,SWINDON LIDEN PRIMARY SCHOOL,131901
201718,866,8662014,Tadpole Farm CE Primary Academy,140420
200607,866,8662036,SWINDON COVINGHAM PARK JUNIORS,126190
201718,866,8662092,GRANGE JUNIOR SCHOOL,126207
201718,866,8662095,SWINDON BEECHCROFT INFANTS,126210
201718,866,8662133,WANBOROUGH PRIMARY SCHOOL,126231
201718,866,8662161,NYTHE PRIMARY SCHOOL,126249
201718,866,8662164,Greenmeadow School,126251
